"LengthColumnNames","ColumnNames"
"476","FrequencyBodyGyroscope-bandsEnergy()-1,24"
"477","FrequencyBodyGyroscope-bandsEnergy()-25,48"
"478","FrequencyBodyGyroscope-bandsEnergy()-1,8"
"479","FrequencyBodyGyroscope-bandsEnergy()-9,16"
"480","FrequencyBodyGyroscope-bandsEnergy()-17,24"
"481","FrequencyBodyGyroscope-bandsEnergy()-25,32"
"482","FrequencyBodyGyroscope-bandsEnergy()-33,40"
"483","FrequencyBodyGyroscope-bandsEnergy()-41,48"
"484","FrequencyBodyGyroscope-bandsEnergy()-49,56"
"485","FrequencyBodyGyroscope-bandsEnergy()-57,64"
"486","FrequencyBodyGyroscope-bandsEnergy()-1,16"
"487","FrequencyBodyGyroscope-bandsEnergy()-17,32"
"488","FrequencyBodyGyroscope-bandsEnergy()-33,48"
"489","FrequencyBodyGyroscope-bandsEnergy()-49,64"
"490","FrequencyBodyGyroscope-bandsEnergy()-1,24"
"491","FrequencyBodyGyroscope-bandsEnergy()-25,48"
"492","FrequencyBodyGyroscope-bandsEnergy()-1,8"
"493","FrequencyBodyGyroscope-bandsEnergy()-9,16"
"494","FrequencyBodyGyroscope-bandsEnergy()-17,24"
"495","FrequencyBodyGyroscope-bandsEnergy()-25,32"
"496","FrequencyBodyGyroscope-bandsEnergy()-33,40"
"497","FrequencyBodyGyroscope-bandsEnergy()-41,48"
"498","FrequencyBodyGyroscope-bandsEnergy()-49,56"
"499","FrequencyBodyGyroscope-bandsEnergy()-57,64"
"500","FrequencyBodyGyroscope-bandsEnergy()-1,16"
"501","FrequencyBodyGyroscope-bandsEnergy()-17,32"
"502","FrequencyBodyGyroscope-bandsEnergy()-33,48"
"503","FrequencyBodyGyroscope-bandsEnergy()-49,64"
"504","FrequencyBodyGyroscope-bandsEnergy()-1,24"
"505","FrequencyBodyGyroscope-bandsEnergy()-25,48"
"506","FrequencyBodyAccelerometerMagnitudeMean()"
"507","FrequencyBodyAccelerometerMagnitudeStd()"
"508","FrequencyBodyAccelerometerMagnitude-Median_Absolute_Deviation()"
"509","FrequencyBodyAccelerometerMagnitude-max()"
"510","FrequencyBodyAccelerometerMagnitude-min()"
"511","FrequencyBodyAccelerometerMagnitude-SignalMagnitudeArea()"
"512","FrequencyBodyAccelerometerMagnitude-energy()"
"513","FrequencyBodyAccelerometerMagnitude-InterquartileRange()"
"514","FrequencyBodyAccelerometerMagnitude-entropy()"
"515","FrequencyBodyAccelerometerMagnitude-MaximumFrequencyMagnitudeIndex"
"516","FrequencyBodyAccelerometerMagnitudeMeanFrequency()"
"517","FrequencyBodyAccelerometerMagnitude-skewness()"
"518","FrequencyBodyAccelerometerMagnitude-kurtosis()"
"519","FrequencyBodyAccelerometerJerkMagnitudeMean()"
"520","FrequencyBodyAccelerometerJerkMagnitudeStd()"
"521","FrequencyBodyAccelerometerJerkMagnitude-Median_Absolute_Deviation()"
"522","FrequencyBodyAccelerometerJerkMagnitude-max()"
"523","FrequencyBodyAccelerometerJerkMagnitude-min()"
"524","FrequencyBodyAccelerometerJerkMagnitude-SignalMagnitudeArea()"
"525","FrequencyBodyAccelerometerJerkMagnitude-energy()"
"526","FrequencyBodyAccelerometerJerkMagnitude-InterquartileRange()"
"527","FrequencyBodyAccelerometerJerkMagnitude-entropy()"
"528","FrequencyBodyAccelerometerJerkMagnitude-MaximumFrequencyMagnitudeIndex"
"529","FrequencyBodyAccelerometerJerkMagnitudeMeanFrequency()"
"530","FrequencyBodyAccelerometerJerkMagnitude-skewness()"
"531","FrequencyBodyAccelerometerJerkMagnitude-kurtosis()"
"532","FrequencyBodyGyroscopeMagnitudeMean()"
"533","FrequencyBodyGyroscopeMagnitudeStd()"
"534","FrequencyBodyGyroscopeMagnitude-Median_Absolute_Deviation()"
"535","FrequencyBodyGyroscopeMagnitude-max()"
"536","FrequencyBodyGyroscopeMagnitude-min()"
"537","FrequencyBodyGyroscopeMagnitude-SignalMagnitudeArea()"
"538","FrequencyBodyGyroscopeMagnitude-energy()"
"539","FrequencyBodyGyroscopeMagnitude-InterquartileRange()"
"540","FrequencyBodyGyroscopeMagnitude-entropy()"
"541","FrequencyBodyGyroscopeMagnitude-MaximumFrequencyMagnitudeIndex"
"542","FrequencyBodyGyroscopeMagnitudeMeanFrequency()"
"543","FrequencyBodyGyroscopeMagnitude-skewness()"
"544","FrequencyBodyGyroscopeMagnitude-kurtosis()"
"545","FrequencyBodyGyroscopeJerkMagnitudeMean()"
"546","FrequencyBodyGyroscopeJerkMagnitudeStd()"
"547","FrequencyBodyGyroscopeJerkMagnitude-Median_Absolute_Deviation()"
"548","FrequencyBodyGyroscopeJerkMagnitude-max()"
"549","FrequencyBodyGyroscopeJerkMagnitude-min()"
"550","FrequencyBodyGyroscopeJerkMagnitude-SignalMagnitudeArea()"
"551","FrequencyBodyGyroscopeJerkMagnitude-energy()"
"552","FrequencyBodyGyroscopeJerkMagnitude-InterquartileRange()"
"553","FrequencyBodyGyroscopeJerkMagnitude-entropy()"
"554","FrequencyBodyGyroscopeJerkMagnitude-MaximumFrequencyMagnitudeIndex"
"555","FrequencyBodyGyroscopeJerkMagnitudeMeanFrequency()"
"556","FrequencyBodyGyroscopeJerkMagnitude-skewness()"
"557","FrequencyBodyGyroscopeJerkMagnitude-kurtosis()"
"558","Angle(TimeBodyAccelerometerMean,GravityMean)"
"559","Angle(TimeBodyAccelerometerJerkMean,GravityMean)"
"560","Angle(TimeBodyGyroscopeMean,GravityMean)"
"561","Angle(TimeBodyGyroscopeJerkMean,GravityMean)"
"562","Angle(X,GravityMean)"
"563","Angle(Y,GravityMean)"
"564","Angle(Z,GravityMean)"
